,index,pp01,year,month,ten_days,stno
69,,9.5,2009.0,12.0,2,C1X090
71,,3.0,2009.0,12.0,3,C1X090
1,,9.5,2010.0,1.0,1,C1X090
3,,0.0,2010.0,1.0,2,C1X090
5,,3.5,2010.0,1.0,3,C1X090
7,,0.0,2010.0,2.0,1,C1X090
9,,28.5,2010.0,2.0,2,C1X090
11,,0.0,2010.0,2.0,3,C1X090
13,,0.0,2010.0,3.0,1,C1X090
15,,0.0,2010.0,3.0,2,C1X090
17,,0.0,2010.0,3.0,3,C1X090
19,,2.5,2010.0,4.0,1,C1X090
21,,2.5,2010.0,4.0,2,C1X090
23,,35.0,2010.0,4.0,3,C1X090
25,,0.0,2010.0,5.0,1,C1X090
27,,0.0,2010.0,5.0,2,C1X090
29,,88.5,2010.0,5.0,3,C1X090
31,,9.0,2010.0,6.0,1,C1X090
33,,144.5,2010.0,6.0,2,C1X090
35,,68.5,2010.0,6.0,3,C1X090
37,,3.0,2010.0,7.0,1,C1X090
39,,34.0,2010.0,7.0,2,C1X090
41,,437.5,2010.0,7.0,3,C1X090
43,,7.0,2010.0,8.0,1,C1X090
45,,6.0,2010.0,8.0,2,C1X090
47,,46.5,2010.0,8.0,3,C1X090
49,,189.0,2010.0,9.0,1,C1X090
51,,211.0,2010.0,9.0,2,C1X090
53,,0.0,2010.0,9.0,3,C1X090
55,,0.0,2010.0,10.0,1,C1X090
57,,0.0,2010.0,10.0,2,C1X090
59,,34.0,2010.0,10.0,3,C1X090
61,,33.0,2010.0,11.0,1,C1X090
63,,31.0,2010.0,11.0,2,C1X090
65,,0.0,2010.0,11.0,3,C1X090
67,,0.0,2010.0,12.0,1,C1X090
69,,17.5,2010.0,12.0,2,C1X090
71,,0.0,2010.0,12.0,3,C1X090
1,,0.0,2011.0,1.0,1,C1X090
3,,5.5,2011.0,1.0,2,C1X090
5,,4.5,2011.0,1.0,3,C1X090
7,,0.0,2011.0,2.0,1,C1X090
9,,10.5,2011.0,2.0,2,C1X090
11,,0.0,2011.0,2.0,3,C1X090
13,,4.0,2011.0,3.0,1,C1X090
14,,0.5,2011.0,3.0,2,C1X090
15,,5.5,2011.0,3.0,3,C1X090
16,,0.0,2011.0,4.0,1,C1X090
17,,17.5,2011.0,4.0,2,C1X090
18,,2.0,2011.0,4.0,3,C1X090
19,,0.0,2011.0,5.0,1,C1X090
20,,25.5,2011.0,5.0,2,C1X090
21,,33.5,2011.0,5.0,3,C1X090
22,,51.0,2011.0,6.0,1,C1X090
23,,1.0,2011.0,6.0,2,C1X090
24,,169.5,2011.0,6.0,3,C1X090
25,,6.0,2011.0,7.0,1,C1X090
26,,194.5,2011.0,7.0,2,C1X090
27,,16.5,2011.0,7.0,3,C1X090
28,,4.0,2011.0,8.0,1,C1X090
29,,0.0,2011.0,8.0,2,C1X090
30,,151.0,2011.0,8.0,3,C1X090
31,,3.0,2011.0,9.0,1,C1X090
32,,0.5,2011.0,9.0,2,C1X090
33,,3.0,2011.0,9.0,3,C1X090
34,,7.0,2011.0,10.0,1,C1X090
35,,26.5,2011.0,10.0,2,C1X090
36,,0.0,2011.0,10.0,3,C1X090
37,,212.0,2011.0,11.0,1,C1X090
38,,10.0,2011.0,11.0,2,C1X090
39,,0.0,2011.0,11.0,3,C1X090
40,,4.5,2011.0,12.0,1,C1X090
41,,0.5,2011.0,12.0,2,C1X090
42,,1.0,2011.0,12.0,3,C1X090
0,,1.5,2012.0,1.0,1,C1X090
1,,1.5,2012.0,1.0,2,C1X090
2,,4.0,2012.0,1.0,3,C1X090
3,,5.0,2012.0,2.0,1,C1X090
4,,0.0,2012.0,2.0,2,C1X090
5,,15.5,2012.0,2.0,3,C1X090
6,,0.0,2012.0,3.0,1,C1X090
7,,3.5,2012.0,3.0,2,C1X090
8,,0.0,2012.0,3.0,3,C1X090
9,,0.0,2012.0,4.0,1,C1X090
10,,25.5,2012.0,4.0,2,C1X090
11,,185.5,2012.0,4.0,3,C1X090
12,,35.0,2012.0,5.0,1,C1X090
13,,191.5,2012.0,5.0,2,C1X090
14,,16.0,2012.0,5.0,3,C1X090
15,,154.5,2012.0,6.0,1,C1X090
16,,451.5,2012.0,6.0,2,C1X090
17,,77.5,2012.0,6.0,3,C1X090
18,,23.0,2012.0,7.0,1,C1X090
19,,31.5,2012.0,7.0,2,C1X090
20,,129.0,2012.0,7.0,3,C1X090
21,,190.5,2012.0,8.0,1,C1X090
22,,58.5,2012.0,8.0,2,C1X090
23,,111.0,2012.0,8.0,3,C1X090
24,,0.5,2012.0,9.0,1,C1X090
25,,0.0,2012.0,9.0,2,C1X090
26,,0.0,2012.0,9.0,3,C1X090
27,,0.0,2012.0,10.0,1,C1X090
28,,0.0,2012.0,10.0,2,C1X090
29,,2.0,2012.0,10.0,3,C1X090
30,,0.0,2012.0,11.0,1,C1X090
31,,70.0,2012.0,11.0,2,C1X090
32,,11.0,2012.0,11.0,3,C1X090
33,,19.0,2012.0,12.0,1,C1X090
34,,0.0,2012.0,12.0,2,C1X090
35,,4.0,2012.0,12.0,3,C1X090
0,,3.0,2013.0,1.0,1,C1X090
1,,7.5,2013.0,1.0,2,C1X090
2,,0.0,2013.0,1.0,3,C1X090
3,,6.5,2013.0,2.0,1,C1X090
4,,0.0,2013.0,2.0,2,C1X090
5,,0.0,2013.0,2.0,3,C1X090
6,,0.0,2013.0,3.0,1,C1X090
7,,2.5,2013.0,3.0,2,C1X090
8,,6.0,2013.0,3.0,3,C1X090
9,,133.0,2013.0,4.0,1,C1X090
10,,3.0,2013.0,4.0,2,C1X090
11,,6.0,2013.0,4.0,3,C1X090
12,,13.0,2013.0,5.0,1,C1X090
13,,194.0,2013.0,5.0,2,C1X090
14,,23.5,2013.0,5.0,3,C1X090
15,,37.5,2013.0,6.0,1,C1X090
16,,31.5,2013.0,6.0,2,C1X090
17,,86.0,2013.0,6.0,3,C1X090
18,,2.5,2013.0,7.0,1,C1X090
19,,54.0,2013.0,7.0,2,C1X090
20,,25.0,2013.0,7.0,3,C1X090
21,,2.0,2013.0,8.0,1,C1X090
22,,15.5,2013.0,8.0,2,C1X090
23,,581.5,2013.0,8.0,3,C1X090
24,,0.5,2013.0,9.0,1,C1X090
25,,1.5,2013.0,9.0,2,C1X090
26,,11.5,2013.0,9.0,3,C1X090
27,,0.0,2013.0,10.0,1,C1X090
28,,0.0,2013.0,10.0,2,C1X090
29,,0.0,2013.0,10.0,3,C1X090
30,,0.0,2013.0,11.0,1,C1X090
31,,0.0,2013.0,11.0,2,C1X090
32,,5.0,2013.0,11.0,3,C1X090
33,,0.0,2013.0,12.0,1,C1X090
34,,33.0,2013.0,12.0,2,C1X090
35,,0.0,2013.0,12.0,3,C1X090
1,,0.0,2014.0,1.0,1,C1X090
3,,0.0,2014.0,1.0,2,C1X090
5,,0.0,2014.0,1.0,3,C1X090
7,,9.5,2014.0,2.0,1,C1X090
9,,6.5,2014.0,2.0,2,C1X090
11,,0.0,2014.0,2.0,3,C1X090
13,,0.0,2014.0,3.0,1,C1X090
15,,0.0,2014.0,3.0,2,C1X090
17,,28.5,2014.0,3.0,3,C1X090
19,,13.5,2014.0,4.0,1,C1X090
21,,4.0,2014.0,4.0,2,C1X090
23,,0.5,2014.0,4.0,3,C1X090
25,,66.0,2014.0,5.0,1,C1X090
27,,35.5,2014.0,5.0,2,C1X090
29,,87.0,2014.0,5.0,3,C1X090
31,,70.0,2014.0,6.0,1,C1X090
33,,27.5,2014.0,6.0,2,C1X090
35,,65.0,2014.0,6.0,3,C1X090
37,,36.5,2014.0,7.0,1,C1X090
39,,20.5,2014.0,7.0,2,C1X090
41,,66.5,2014.0,7.0,3,C1X090
43,,103.5,2014.0,8.0,1,C1X090
45,,357.0,2014.0,8.0,2,C1X090
47,,2.0,2014.0,8.0,3,C1X090
49,,31.0,2014.0,9.0,1,C1X090
51,,118.5,2014.0,9.0,2,C1X090
53,,12.5,2014.0,9.0,3,C1X090
55,,0.0,2014.0,10.0,1,C1X090
57,,0.0,2014.0,10.0,2,C1X090
59,,0.0,2014.0,10.0,3,C1X090
61,,0.0,2014.0,11.0,1,C1X090
63,,2.0,2014.0,11.0,2,C1X090
65,,0.0,2014.0,11.0,3,C1X090
67,,7.0,2014.0,12.0,1,C1X090
69,,1.0,2014.0,12.0,2,C1X090
71,,0.5,2014.0,12.0,3,C1X090
1,,0.0,2015.0,1.0,1,C1X090
3,,14.5,2015.0,1.0,2,C1X090
5,,0.0,2015.0,1.0,3,C1X090
7,,0.0,2015.0,2.0,1,C1X090
9,,2.5,2015.0,2.0,2,C1X090
11,,20.5,2015.0,2.0,3,C1X090
13,,0.0,2015.0,3.0,1,C1X090
15,,1.5,2015.0,3.0,2,C1X090
17,,6.0,2015.0,3.0,3,C1X090
19,,0.5,2015.0,4.0,1,C1X090
21,,21.0,2015.0,4.0,2,C1X090
23,,41.5,2015.0,4.0,3,C1X090
25,,0.0,2015.0,5.0,1,C1X090
27,,65.5,2015.0,5.0,2,C1X090
29,,9.5,2015.0,5.0,3,C1X090
