,index,pp01,year,month,ten_days,stno
26,,0.0,2009.0,5.0,2,C0G650
28,,12.0,2009.0,5.0,3,C0G650
30,,84.0,2009.0,6.0,1,C0G650
32,,85.5,2009.0,6.0,2,C0G650
34,,121.5,2009.0,6.0,3,C0G650
36,,4.5,2009.0,7.0,1,C0G650
38,,50.5,2009.0,7.0,2,C0G650
40,,8.0,2009.0,7.0,3,C0G650
42,,503.5,2009.0,8.0,1,C0G650
44,,10.5,2009.0,8.0,2,C0G650
46,,1.0,2009.0,8.0,3,C0G650
48,,1.5,2009.0,9.0,1,C0G650
50,,8.5,2009.0,9.0,2,C0G650
52,,35.5,2009.0,9.0,3,C0G650
54,,13.0,2009.0,10.0,1,C0G650
56,,0.0,2009.0,10.0,2,C0G650
58,,0.0,2009.0,10.0,3,C0G650
60,,10.0,2009.0,11.0,1,C0G650
62,,2.5,2009.0,11.0,2,C0G650
64,,0.0,2009.0,11.0,3,C0G650
66,,0.0,2009.0,12.0,1,C0G650
68,,3.0,2009.0,12.0,2,C0G650
70,,22.0,2009.0,12.0,3,C0G650
0,,26.5,2010.0,1.0,1,C0G650
2,,0.5,2010.0,1.0,2,C0G650
4,,4.0,2010.0,1.0,3,C0G650
6,,7.5,2010.0,2.0,1,C0G650
8,,78.5,2010.0,2.0,2,C0G650
10,,0.5,2010.0,2.0,3,C0G650
12,,7.0,2010.0,3.0,1,C0G650
14,,3.0,2010.0,3.0,2,C0G650
16,,54.5,2010.0,3.0,3,C0G650
18,,57.5,2010.0,4.0,1,C0G650
20,,9.0,2010.0,4.0,2,C0G650
22,,39.0,2010.0,4.0,3,C0G650
24,,4.0,2010.0,5.0,1,C0G650
26,,0.0,2010.0,5.0,2,C0G650
28,,108.0,2010.0,5.0,3,C0G650
30,,13.5,2010.0,6.0,1,C0G650
32,,233.0,2010.0,6.0,2,C0G650
34,,180.0,2010.0,6.0,3,C0G650
36,,0.0,2010.0,7.0,1,C0G650
38,,18.0,2010.0,7.0,2,C0G650
40,,235.0,2010.0,7.0,3,C0G650
42,,36.5,2010.0,8.0,1,C0G650
44,,26.0,2010.0,8.0,2,C0G650
46,,71.5,2010.0,8.0,3,C0G650
48,,53.0,2010.0,9.0,1,C0G650
50,,117.0,2010.0,9.0,2,C0G650
52,,46.0,2010.0,9.0,3,C0G650
54,,1.0,2010.0,10.0,1,C0G650
56,,0.0,2010.0,10.0,2,C0G650
58,,1.0,2010.0,10.0,3,C0G650
60,,6.5,2010.0,11.0,1,C0G650
62,,17.0,2010.0,11.0,2,C0G650
64,,0.0,2010.0,11.0,3,C0G650
66,,0.0,2010.0,12.0,1,C0G650
68,,23.0,2010.0,12.0,2,C0G650
70,,0.0,2010.0,12.0,3,C0G650
0,,1.0,2011.0,1.0,1,C0G650
2,,17.5,2011.0,1.0,2,C0G650
4,,7.0,2011.0,1.0,3,C0G650
6,,0.0,2011.0,2.0,1,C0G650
8,,18.0,2011.0,2.0,2,C0G650
10,,0.0,2011.0,2.0,3,C0G650
12,,4.5,2011.0,3.0,1,C0G650
0,,1.0,2014.0,1.0,1,C0G650
2,,0.0,2014.0,1.0,2,C0G650
4,,0.0,2014.0,1.0,3,C0G650
6,,18.5,2014.0,2.0,1,C0G650
8,,8.5,2014.0,2.0,2,C0G650
10,,0.0,2014.0,2.0,3,C0G650
12,,2.5,2014.0,3.0,1,C0G650
14,,20.0,2014.0,3.0,2,C0G650
16,,14.5,2014.0,3.0,3,C0G650
18,,11.0,2014.0,4.0,1,C0G650
20,,1.5,2014.0,4.0,2,C0G650
22,,4.0,2014.0,4.0,3,C0G650
24,,59.0,2014.0,5.0,1,C0G650
26,,330.5,2014.0,5.0,2,C0G650
28,,58.0,2014.0,5.0,3,C0G650
30,,106.5,2014.0,6.0,1,C0G650
32,,16.0,2014.0,6.0,2,C0G650
34,,13.0,2014.0,6.0,3,C0G650
36,,0.0,2014.0,7.0,1,C0G650
38,,5.5,2014.0,7.0,2,C0G650
40,,90.5,2014.0,7.0,3,C0G650
42,,39.5,2014.0,8.0,1,C0G650
44,,37.0,2014.0,8.0,2,C0G650
46,,0.5,2014.0,8.0,3,C0G650
48,,1.0,2014.0,9.0,1,C0G650
50,,61.0,2014.0,9.0,2,C0G650
52,,24.0,2014.0,9.0,3,C0G650
54,,0.0,2014.0,10.0,1,C0G650
56,,0.0,2014.0,10.0,2,C0G650
58,,0.0,2014.0,10.0,3,C0G650
60,,0.0,2014.0,11.0,1,C0G650
62,,2.0,2014.0,11.0,2,C0G650
64,,0.0,2014.0,11.0,3,C0G650
66,,14.5,2014.0,12.0,1,C0G650
68,,1.0,2014.0,12.0,2,C0G650
70,,4.5,2014.0,12.0,3,C0G650
0,,0.0,2015.0,1.0,1,C0G650
2,,9.0,2015.0,1.0,2,C0G650
4,,3.0,2015.0,1.0,3,C0G650
6,,0.0,2015.0,2.0,1,C0G650
8,,8.5,2015.0,2.0,2,C0G650
10,,2.0,2015.0,2.0,3,C0G650
12,,0.0,2015.0,3.0,1,C0G650
14,,2.5,2015.0,3.0,2,C0G650
16,,1.5,2015.0,3.0,3,C0G650
18,,0.0,2015.0,4.0,1,C0G650
20,,15.0,2015.0,4.0,2,C0G650
22,,22.5,2015.0,4.0,3,C0G650
24,,5.5,2015.0,5.0,1,C0G650
26,,114.0,2015.0,5.0,2,C0G650
28,,344.0,2015.0,5.0,3,C0G650
30,,25.5,2015.0,6.0,1,C0G650
31,,3.0,2015.0,6.0,2,C0G650
32,,33.5,2015.0,6.0,3,C0G650
33,,10.0,2015.0,7.0,1,C0G650
34,,15.0,2015.0,7.0,2,C0G650
35,,10.5,2015.0,7.0,3,C0G650
36,,104.5,2015.0,8.0,1,C0G650
37,,123.0,2015.0,8.0,2,C0G650
38,,167.5,2015.0,8.0,3,C0G650
39,,64.0,2015.0,9.0,1,C0G650
40,,0.0,2015.0,9.0,2,C0G650
41,,86.0,2015.0,9.0,3,C0G650
42,,25.0,2015.0,10.0,1,C0G650
43,,0.0,2015.0,10.0,2,C0G650
44,,10.5,2015.0,10.0,3,C0G650
45,,0.0,2015.0,11.0,1,C0G650
46,,0.0,2015.0,11.0,2,C0G650
47,,0.5,2015.0,11.0,3,C0G650
48,,26.5,2015.0,12.0,1,C0G650
49,,2.0,2015.0,12.0,2,C0G650
50,,0.5,2015.0,12.0,3,C0G650
0,,49.0,2016.0,1.0,1,C0G650
1,,49.5,2016.0,1.0,2,C0G650
2,,89.5,2016.0,1.0,3,C0G650
3,,8.0,2016.0,2.0,1,C0G650
4,,11.0,2016.0,2.0,2,C0G650
5,,3.0,2016.0,2.0,3,C0G650
6,,71.0,2016.0,3.0,1,C0G650
7,,54.5,2016.0,3.0,2,C0G650
8,,39.5,2016.0,3.0,3,C0G650
9,,12.5,2016.0,4.0,1,C0G650
10,,86.0,2016.0,4.0,2,C0G650
11,,43.5,2016.0,4.0,3,C0G650
12,,29.0,2016.0,5.0,1,C0G650
13,,5.5,2016.0,5.0,2,C0G650
14,,13.0,2016.0,5.0,3,C0G650
15,,45.0,2016.0,6.0,1,C0G650
16,,166.0,2016.0,6.0,2,C0G650
17,,7.5,2016.0,6.0,3,C0G650
18,,41.0,2016.0,7.0,1,C0G650
19,,32.5,2016.0,7.0,2,C0G650
20,,3.0,2016.0,7.0,3,C0G650
21,,21.0,2016.0,8.0,1,C0G650
22,,162.5,2016.0,8.0,2,C0G650
23,,2.5,2016.0,8.0,3,C0G650
24,,21.5,2016.0,9.0,1,C0G650
25,,109.5,2016.0,9.0,2,C0G650
26,,131.5,2016.0,9.0,3,C0G650
27,,23.0,2016.0,10.0,1,C0G650
28,,0.0,2016.0,10.0,2,C0G650
29,,17.5,2016.0,10.0,3,C0G650
30,,0.5,2016.0,11.0,1,C0G650
31,,0.5,2016.0,11.0,2,C0G650
32,,47.5,2016.0,11.0,3,C0G650
33,,0.0,2016.0,12.0,1,C0G650
34,,0.0,2016.0,12.0,2,C0G650
35,,12.0,2016.0,12.0,3,C0G650
0,,0.0,2017.0,1.0,1,C0G650
1,,5.0,2017.0,1.0,2,C0G650
2,,0.0,2017.0,1.0,3,C0G650
3,,0.0,2017.0,2.0,1,C0G650
4,,0.5,2017.0,2.0,2,C0G650
5,,7.5,2017.0,2.0,3,C0G650
6,,21.0,2017.0,3.0,1,C0G650
7,,6.5,2017.0,3.0,2,C0G650
8,,15.0,2017.0,3.0,3,C0G650
9,,5.5,2017.0,4.0,1,C0G650
10,,68.0,2017.0,4.0,2,C0G650
11,,50.0,2017.0,4.0,3,C0G650
12,,0.0,2017.0,5.0,1,C0G650
13,,56.5,2017.0,5.0,2,C0G650
14,,53.5,2017.0,5.0,3,C0G650
15,,378.5,2017.0,6.0,1,C0G650
16,,571.0,2017.0,6.0,2,C0G650
17,,45.5,2017.0,6.0,3,C0G650
18,,132.0,2017.0,7.0,1,C0G650
19,,4.0,2017.0,7.0,2,C0G650
20,,217.5,2017.0,7.0,3,C0G650
21,,33.0,2017.0,8.0,1,C0G650
22,,0.0,2017.0,8.0,2,C0G650
23,,38.5,2017.0,8.0,3,C0G650
24,,26.0,2017.0,9.0,1,C0G650
25,,0.0,2017.0,9.0,2,C0G650
26,,0.0,2017.0,9.0,3,C0G650
27,,0.0,2017.0,10.0,1,C0G650
28,,64.0,2017.0,10.0,2,C0G650
29,,0.0,2017.0,10.0,3,C0G650
30,,0.0,2017.0,11.0,1,C0G650
31,,27.5,2017.0,11.0,2,C0G650
32,,0.5,2017.0,11.0,3,C0G650
33,,10.0,2017.0,12.0,1,C0G650
34,,0.0,2017.0,12.0,2,C0G650
35,,0.0,2017.0,12.0,3,C0G650
0,,89.0,2018.0,1.0,1,C0G650
1,,3.5,2018.0,1.0,2,C0G650
2,,13.0,2018.0,1.0,3,C0G650
3,,11.0,2018.0,2.0,1,C0G650
4,,1.0,2018.0,2.0,2,C0G650
5,,20.0,2018.0,2.0,3,C0G650
6,,2.5,2018.0,3.0,1,C0G650
7,,29.0,2018.0,3.0,2,C0G650
8,,0.0,2018.0,3.0,3,C0G650
9,,0.0,2018.0,4.0,1,C0G650
10,,32.0,2018.0,4.0,2,C0G650
11,,0.0,2018.0,4.0,3,C0G650
12,,86.0,2018.0,5.0,1,C0G650
13,,0.0,2018.0,5.0,2,C0G650
14,,0.0,2018.0,5.0,3,C0G650
15,,4.5,2018.0,6.0,1,C0G650
16,,162.5,2018.0,6.0,2,C0G650
17,,28.5,2018.0,6.0,3,C0G650
18,,392.5,2018.0,7.0,1,C0G650
19,,8.0,2018.0,7.0,2,C0G650
20,,49.5,2018.0,7.0,3,C0G650
21,,31.5,2018.0,8.0,1,C0G650
22,,281.5,2018.0,8.0,2,C0G650
23,,217.5,2018.0,8.0,3,C0G650
24,,24.5,2018.0,9.0,1,C0G650
25,,15.0,2018.0,9.0,2,C0G650
26,,0.0,2018.0,9.0,3,C0G650
27,,0.0,2018.0,10.0,1,C0G650
28,,2.0,2018.0,10.0,2,C0G650
29,,0.0,2018.0,10.0,3,C0G650
30,,0.5,2018.0,11.0,1,C0G650
31,,0.5,2018.0,11.0,2,C0G650
32,,16.5,2018.0,11.0,3,C0G650
33,,0.0,2018.0,12.0,1,C0G650
34,,0.0,2018.0,12.0,2,C0G650
35,,0.5,2018.0,12.0,3,C0G650
0,,0.5,2019.0,1.0,1,C0G650
1,,8.5,2019.0,1.0,2,C0G650
2,,0.0,2019.0,1.0,3,C0G650
3,,1.0,2019.0,2.0,1,C0G650
4,,0.0,2019.0,2.0,2,C0G650
5,,7.0,2019.0,2.0,3,C0G650
6,,117.0,2019.0,3.0,1,C0G650
7,,0.5,2019.0,3.0,2,C0G650
8,,16.0,2019.0,3.0,3,C0G650
9,,2.0,2019.0,4.0,1,C0G650
10,,54.5,2019.0,4.0,2,C0G650
11,,26.0,2019.0,4.0,3,C0G650
12,,119.5,2019.0,5.0,1,C0G650
13,,147.0,2019.0,5.0,2,C0G650
14,,24.0,2019.0,5.0,3,C0G650
15,,94.0,2019.0,6.0,1,C0G650
16,,323.0,2019.0,6.0,2,C0G650
17,,49.0,2019.0,6.0,3,C0G650
18,,46.0,2019.0,7.0,1,C0G650
19,,106.0,2019.0,7.0,2,C0G650
20,,34.0,2019.0,7.0,3,C0G650
21,,27.5,2019.0,8.0,1,C0G650
22,,355.5,2019.0,8.0,2,C0G650
23,,12.5,2019.0,8.0,3,C0G650
24,,53.0,2019.0,9.0,1,C0G650
25,,0.0,2019.0,9.0,2,C0G650
26,,0.0,2019.0,9.0,3,C0G650
27,,8.0,2019.0,10.0,1,C0G650
28,,0.0,2019.0,10.0,2,C0G650
29,,0.0,2019.0,10.0,3,C0G650
30,,0.0,2019.0,11.0,1,C0G650
31,,0.0,2019.0,11.0,2,C0G650
32,,0.0,2019.0,11.0,3,C0G650
33,,36.0,2019.0,12.0,1,C0G650
34,,1.5,2019.0,12.0,2,C0G650
35,,64.0,2019.0,12.0,3,C0G650
0,,0.0,2020.0,1.0,1,C0G650
1,,0.0,2020.0,1.0,2,C0G650
2,,18.5,2020.0,1.0,3,C0G650
3,,0.0,2020.0,2.0,1,C0G650
4,,0.5,2020.0,2.0,2,C0G650
5,,0.0,2020.0,2.0,3,C0G650
6,,27.0,2020.0,3.0,1,C0G650
7,,11.5,2020.0,3.0,2,C0G650
8,,11.0,2020.0,3.0,3,C0G650
9,,24.0,2020.0,4.0,1,C0G650
10,,6.5,2020.0,4.0,2,C0G650
11,,7.5,2020.0,4.0,3,C0G650
12,,0.0,2020.0,5.0,1,C0G650
13,,75.0,2020.0,5.0,2,C0G650
14,,210.5,2020.0,5.0,3,C0G650
15,,28.5,2020.0,6.0,1,C0G650
16,,5.5,2020.0,6.0,2,C0G650
17,,3.0,2020.0,6.0,3,C0G650
18,,55.0,2020.0,7.0,1,C0G650
19,,12.0,2020.0,7.0,2,C0G650
20,,13.0,2020.0,7.0,3,C0G650
21,,56.0,2020.0,8.0,1,C0G650
22,,122.5,2020.0,8.0,2,C0G650
23,,32.0,2020.0,8.0,3,C0G650
24,,0.0,2020.0,9.0,1,C0G650
25,,4.5,2020.0,9.0,2,C0G650
26,,0.0,2020.0,9.0,3,C0G650
27,,0.0,2020.0,10.0,1,C0G650
28,,0.0,2020.0,10.0,2,C0G650
29,,0.5,2020.0,10.0,3,C0G650
30,,1.0,2020.0,11.0,1,C0G650
31,,1.5,2020.0,11.0,2,C0G650
32,,0.0,2020.0,11.0,3,C0G650
33,,11.5,2020.0,12.0,1,C0G650
34,,0.5,2020.0,12.0,2,C0G650
35,,13.5,2020.0,12.0,3,C0G650
0,,0.5,2021.0,1.0,1,C0G650
1,,1.5,2021.0,1.0,2,C0G650
2,,0.0,2021.0,1.0,3,C0G650
3,,5.5,2021.0,2.0,1,C0G650
4,,23.5,2021.0,2.0,2,C0G650
5,,0.0,2021.0,2.0,3,C0G650
6,,1.5,2021.0,3.0,1,C0G650
7,,0.0,2021.0,3.0,2,C0G650
8,,11.0,2021.0,3.0,3,C0G650
9,,0.0,2021.0,4.0,1,C0G650
10,,0.0,2021.0,4.0,2,C0G650
11,,22.0,2021.0,4.0,3,C0G650
12,,0.0,2021.0,5.0,1,C0G650
13,,0.0,2021.0,5.0,2,C0G650
14,,198.0,2021.0,5.0,3,C0G650
15,,262.0,2021.0,6.0,1,C0G650
16,,50.5,2021.0,6.0,2,C0G650
17,,466.0,2021.0,6.0,3,C0G650
18,,9.5,2021.0,7.0,1,C0G650
19,,34.0,2021.0,7.0,2,C0G650
20,,85.5,2021.0,7.0,3,C0G650
21,,601.0,2021.0,8.0,1,C0G650
22,,51.5,2021.0,8.0,2,C0G650
23,,5.0,2021.0,8.0,3,C0G650
24,,1.0,2021.0,9.0,1,C0G650
25,,17.0,2021.0,9.0,2,C0G650
26,,0.0,2021.0,9.0,3,C0G650
27,,0.0,2021.0,10.0,1,C0G650
28,,10.0,2021.0,10.0,2,C0G650
29,,0.0,2021.0,10.0,3,C0G650
30,,0.0,2021.0,11.0,1,C0G650
31,,9.5,2021.0,11.0,2,C0G650
32,,0.5,2021.0,11.0,3,C0G650
33,,0.0,2021.0,12.0,1,C0G650
34,,0.0,2021.0,12.0,2,C0G650
35,,20.0,2021.0,12.0,3,C0G650
0,,8.0,2022.0,1.0,1,C0G650
1,,3.0,2022.0,1.0,2,C0G650
2,,19.5,2022.0,1.0,3,C0G650
3,,6.0,2022.0,2.0,1,C0G650
4,,46.5,2022.0,2.0,2,C0G650
5,,50.0,2022.0,2.0,3,C0G650
6,,6.5,2022.0,3.0,1,C0G650
7,,4.0,2022.0,3.0,2,C0G650
8,,82.5,2022.0,3.0,3,C0G650
9,,29.0,2022.0,4.0,1,C0G650
10,,4.5,2022.0,4.0,2,C0G650
11,,8.5,2022.0,4.0,3,C0G650
12,,19.0,2022.0,5.0,1,C0G650
13,,191.0,2022.0,5.0,2,C0G650
14,,157.0,2022.0,5.0,3,C0G650
15,,145.0,2022.0,6.0,1,C0G650
16,,8.5,2022.0,6.0,2,C0G650
17,,200.5,2022.0,6.0,3,C0G650
18,,37.5,2022.0,7.0,1,C0G650
19,,0.0,2022.0,7.0,2,C0G650
20,,0.0,2022.0,7.0,3,C0G650
21,,133.0,2022.0,8.0,1,C0G650
22,,98.0,2022.0,8.0,2,C0G650
23,,46.0,2022.0,8.0,3,C0G650
24,,48.5,2022.0,9.0,1,C0G650
25,,4.5,2022.0,9.0,2,C0G650
26,,0.0,2022.0,9.0,3,C0G650
27,,0.0,2022.0,10.0,1,C0G650
28,,4.5,2022.0,10.0,2,C0G650
29,,2.0,2022.0,10.0,3,C0G650
30,,1.5,2022.0,11.0,1,C0G650
31,,0.0,2022.0,11.0,2,C0G650
32,,0.5,2022.0,11.0,3,C0G650
33,,0.0,2022.0,12.0,1,C0G650
34,,14.0,2022.0,12.0,2,C0G650
35,,0.0,2022.0,12.0,3,C0G650
0,,5.0,2023.0,1.0,1,C0G650
1,,0.0,2023.0,1.0,2,C0G650
2,,0.0,2023.0,1.0,3,C0G650
3,,14.5,2023.0,2.0,1,C0G650
4,,0.0,2023.0,2.0,2,C0G650
5,,0.0,2023.0,2.0,3,C0G650
6,,0.0,2023.0,3.0,1,C0G650
7,,0.0,2023.0,3.0,2,C0G650
8,,15.0,2023.0,3.0,3,C0G650
